Slot,Count
782,12
783,15
784,11
785,7
786,10
787,11
788,10
789,12
790,10
791,7
792,14
793,11
794,11
795,9
796,14
797,4
798,8
799,8
800,6
801,4
802,12
803,5
804,14
805,6
806,5
807,12
808,18
809,9
810,12
811,10
812,9
813,7
814,1
815,16
816,15
817,7
818,9
819,14
820,9
821,9
822,10
823,6
824,10
825,9
826,8
827,8
828,11
829,7
830,10
831,10
832,8
833,3
834,13
835,6
836,6
837,12
838,9
839,6
840,15
841,20
842,6
843,16
844,6
845,6
846,8
847,10
848,9
849,13
850,7
851,16
852,7
853,9
854,13
855,12
856,10
857,9
858,8
859,10
860,8
861,5
862,11
863,12
864,14
865,6
866,5
867,11
868,10
869,10
870,9
871,10
872,7
873,10
874,8
875,11
876,10
877,7
878,13
879,6
880,8
881,11
882,15
883,8
884,14
885,4
886,13
887,13
888,8
889,4
890,9
891,11
892,14
893,14
894,7
895,11
896,7
897,10
898,8
899,8
900,12
901,9
902,12
903,9
904,8
905,8
906,12
907,8
908,14
909,6
910,5
911,11
912,9
913,9
914,13
915,10
916,16
917,9
918,4
919,14
920,10
921,10
922,7
923,11
924,13
925,8
926,7
927,9
928,7
929,9
930,5
931,10
932,16
933,13
934,10
935,2
936,14
937,10
938,9
939,13
940,8
941,16
942,11
943,12
944,6
945,17
946,12
947,14
948,15
949,13
950,7
951,10
952,6
953,9
954,8
955,12
956,7
957,15
958,11
959,13
960,16
961,6
962,13
963,10
964,11
965,13
966,9
967,13
968,11
969,4
970,10
971,4
972,7
973,10
974,6
975,14
976,9
977,7
978,9
979,8
980,10
981,4
982,13
983,8
984,6
985,10
986,12
987,11
988,13
989,12
990,8
991,12
992,10
993,11
994,7
995,11
996,7
997,9
998,12
999,12
